TC_id,FlyGeneOrtholog
TC010846,Dhc93AB
TC010847,CG17645
TC010848,Med
TC010850,Mef2
TC010851,BG5
TC010852,CG8793
TC010853,CkIIalpha
TC010854,CG2256
TC010855,CG2254
TC010856,BcDNA:GH02435
TC010857,CG18678
TC010858,CG8389
TC010860,CG11320
TC010863,CG7047
TC010864,CG3246
TC010866,CG2017
TC010868,Fur1
TC010869,Fur1
TC010870,BcDNA:GH07774
TC010871,CG11935
TC010872,CG2277
TC010873,CG14998
TC010874,CG7500
TC010875,GluClalpha
TC010876,CRMP
TC010877,CG7670
TC010878,disp
TC010879,CG2065
TC010881,CG5745
TC010882,Set
TC010883,CG10982
TC010884,CG5059
TC010885,CG4813
TC010886,ldlCp
TC010887,CG14312
TC010888,CG7759
TC010893,CG12243
TC010894,CG8983
TC010895,CG4288
TC010896,CG10981
TC010897,vg
TC010898,BcDNA:GH11973
TC010900,TfIIB
TC010901,uzip
TC010902,CG6758
TC010903,CG6758
TC010904,CG6467
TC010906,yip7
TC010907,yip7
TC010908,yip7
TC010909,yip7
TC010910,CG11529
TC010911,CG6467
TC010912,CG9562
TC010913,CG1815
TC010914,Pak
TC010916,CG9121
TC010917,CG6877
TC010919,crol
TC010922,CG5822
TC010923,CG6584
TC010924,CG11968
TC010925,CG7671
TC010927,CG10477
TC010928,Or88a
TC010929,yip7
TC010930,CG6483
TC010931,Gld
TC010932,CG10477
TC010933,yip7
TC010934,CG11529
TC010935,CG6483
TC010936,CG6483
TC010937,CG6483
TC010938,yip7
TC010939,CG6483
TC010940,CG10477
TC010941,CG6592
TC010942,Or43a
TC010944,CG12125
TC010945,CG10563
TC010947,BcDNA:GH11973
TC010949,pav
TC010951,CG15528
TC010952,cnk
TC010953,CG13927
TC010955,Cyp28a5
TC010959,CG10477
TC010960,Dhc62B
TC010961,CG6241
TC010962,CG5789
TC010964,CG7367
TC010965,CG7675
TC010967,Nmdar1
TC010969,CG12958
TC010970,CG12958
TC010972,CG8179
TC010973,CG18288
TC010974,CG5489
TC010977,CG2781
TC010983,CG4859
TC010986,CG2485
TC010987,CG6926
TC010988,CG9798
TC010989,CG6689
TC010990,Rab3
TC010992,hkb
TC010993,CG12395
TC010995,CG8596
TC010996,CG2121
TC010997,CG7442
TC010999,Cp1
TC011000,Cp1
TC011002,Cp1
TC011003,Cp1
TC011004,aft
TC011005,msl-3
TC011006,CG14028
TC011007,CG14741
TC011008,CG7372
TC011009,zinc-finger-motif-protein
TC011010,CG15436
TC011011,CG1890
TC011013,CG10395
TC011014,CG11532
TC011015,Or43a
TC011017,Or43a
TC011018,Or43a
TC011019,Tm1
TC011020,CG8116
TC011021,CG7034
TC011022,CG8309
TC011023,BcDNA:LD21177
TC011024,TRAP1
TC011025,Vha16
TC011026,CG11982
TC011027,alphaTub85E
TC011028,Cap
TC011029,CG5515
TC011030,CG5586
TC011031,CG10837
TC011033,CG14073
TC011034,ari-1
TC011037,CG12031
TC011038,Nmd3
TC011039,CG15533
TC011040,CG5245
TC011042,CG7993
TC011043,Scm
TC011044,CG10979
TC011045,EG:BACR7A4.6
TC011046,cdc2c
TC011049,Bub3
TC011050,stck
TC011051,CG3941
TC011052,Ance
TC011053,CG8163
TC011055,CG8163
TC011056,BcDNA:LD22320
TC011057,fu12
TC011058,shi
TC011059,cm
TC011061,inx6
TC011062,inx6
TC011063,inx6
TC011064,ogre
TC011065,shakB
TC011066,shakB
TC011067,CG5390
TC011068,CG2467
TC011069,Rapgap1
TC011070,CG9542
TC011071,CG9542
TC011073,brm
TC011075,CG2471
TC011076,CG8862
TC011078,Sb
TC011079,CG13608
TC011080,CG6971
TC011081,SF1
TC011082,M(2)21AB
TC011085,RpS14b
TC011086,Ercc1
TC011087,EG:EG0002.3
TC011088,CG18799
TC011089,CG18799
TC011090,Cat
TC011092,CG6225
TC011093,CG4603
TC011095,CG6941
TC011099,CG10936
TC011100,CG1582
TC011101,CG14608
TC011104,ss
TC011105,ss
TC011106,CG2263
TC011114,zfh1
TC011115,CG18335
TC011116,Pi3K68D
TC011118,CrebA
TC011119,CG6950
TC011120,Rop
TC011121,CG6261
TC011122,CG14853
TC011123,RpS13
TC011124,CG7004
TC011125,CG14732
TC011126,Adar
TC011127,EG:BACR37P7.2
TC011128,CG9171
TC011129,CG9171
TC011130,FU12
TC011134,CG16986
TC011137,CG11075
TC011138,CG11071
TC011139,BcDNA:GH02976
TC011140,CG17052
TC011141,CG17052
TC011142,Peritrophin-A
TC011144,CG9418
TC011148,CG9290
TC011149,CG9290
TC011150,CG4510
TC011151,CG4331
TC011155,CG14900
TC011156,NepYr
TC011159,CG11876
TC011160,Dhod
TC011163,CG8020
TC011165,jdp
TC011166,CG15732
TC011167,CG15732
TC011168,CG1471
TC011169,CG1471
TC011170,CG1471
TC011171,CG9918
TC011173,CG16986
TC011174,CG16986
TC011177,CG10068
TC011179,CG15161
TC011180,Cyp4c3
TC011181,PpV
TC011182,RpL7A
TC011183,CG1381
TC011184,CG8379
TC011185,CG4913
TC011186,CG15084
TC011187,CG13016
TC011188,UbcD6
TC011189,crol
TC011190,su(Hw)
TC011191,Rel
TC011192,CG6309
TC011193,BcDNA:GH06451
TC011196,CG9701
TC011197,tok
TC011198,Takr99D
TC011200,Mcm6
TC011201,CG13409
TC011204,RpL15
TC011205,BcDNA:GH12663
TC011206,CG6190
TC011207,CG5044
TC011210,ash2
TC011211,CG6271
TC011212,CG7367
TC011214,CG1443
TC011220,CG2485
TC011221,CG6938
TC011222,CG5873
TC011223,CG13827
TC011224,CG5241
TC011225,TfIIFalpha
TC011226,nbA
TC011227,nbA
TC011228,CG14271
TC011230,CG4655
TC011231,Cyp314a1
TC011233,CG3634
TC011234,CG7048
TC011236,CG2187
TC011237,CG13314
TC011238,Ric
TC011239,CG8187
TC011240,BcDNA:LD22679
TC011241,yip6
TC011242,CG6994
TC011243,rpk
TC011244,CG12926
TC011247,CG17756
TC011248,CG5449
TC011249,CG9938
TC011250,CG3714
TC011251,Nrx
TC011252,Nrx
TC011254,CG4685
TC011255,CG11819
TC011256,CG7706
TC011257,Drip
TC011261,CG13850
TC011262,orb
TC011263,CG11990
TC011265,CG18665
TC011267,CG12253
TC011271,CG2485
TC011272,CG2485
TC011276,CG18257
TC011281,CG9000
TC011283,CG1443
TC011284,CG5549
TC011285,CG6675
TC011286,CG17192
TC011288,slo
TC011289,sar1
TC011290,CG9268
TC011292,CG15015
TC011294,CG1967
TC011295,Adar
TC011296,CG8971
TC011298,spdo
TC011299,Fas1
TC011300,Fas1
TC011301,CG15439
TC011302,D12
TC011304,CG6994
TC011306,Or9a
TC011307,Or9a
TC011310,CG6015
TC011311,exd
TC011312,CG7112
TC011313,CG4829
TC011315,CG5407
TC011316,CG8198
TC011317,CG10803
TC011318,CG9918
TC011320,CG9918
TC011321,CG1473
TC011322,CG9728
TC011323,stumps
TC011325,CG6066
TC011326,Sdic
TC011335,CG14888
TC011336,ato
TC011337,CG1919
TC011338,CG9290
TC011340,CG9626
TC011341,CG9626
TC011343,CG8728
TC011344,CG9044
TC011345,Or85d
TC011346,CG2079
TC011347,CG14483
TC011349,CG11142
TC011350,CG9551
TC011351,CG4648
TC011352,CG11837
TC011353,CG4775
TC011354,CG1597
TC011355,CG12005
TC011356,CG8983
TC011357,put
TC011359,CG13690
TC011361,BG:DS00004.14
TC011371,CG9220
TC011372,CG7494
TC011373,CG7361
TC011374,CG7805
TC011376,Est-6
TC011377,Aats-ser
TC011379,CG7896
TC011380,mus308
TC011381,CG1458
TC011382,CG6905
TC011383,CG2224
TC011384,CG4448
TC011385,Cat
TC011388,CG12042
TC011389,CG7307
TC011390,CG8745
TC011392,CG12913
TC011393,CG14168
TC011394,CG3451
TC011395,CG4382
TC011396,CG4382
TC011397,scrib
TC011399,CG14200
TC011400,CG5621
TC011401,CG5621
TC011402,CG17687
TC011403,CG17687
TC011404,phl
TC011405,CG3603
TC011406,Pka-C1
TC011413,CG6749
TC011417,inx2
TC011418,CG3192
TC011419,CG12096
TC011420,Or2a
TC011421,Or23a
TC011422,Or2a
TC011423,Or2a
TC011427,BcDNA:GH03529
TC011428,BG:DS00180.8
TC011429,CG16866
TC011430,cenG1A
TC011433,CG12734
TC011434,CG14558
TC011435,CG12128
TC011437,Mcm2
TC011438,CG1364
TC011439,mod(mdg4)
TC011445,CG13846
TC011447,CG10075
TC011448,CG8654
TC011449,Or43a
TC011450,CG10075
TC011451,BcDNA:LD29930
TC011452,CG14314
TC011455,CG1746
TC011456,CG7038
TC011457,CG4925
TC011458,CG17269
TC011460,Kr
TC011461,Tm2
TC011462,SytIV
TC011467,CG3073
TC011468,MRG15
TC011469,CG6723
TC011470,CG6723
TC011471,Fad
TC011472,CG10109
TC011475,CG13626
TC011476,Pros54
TC011477,CG8633
TC011478,CG13229
TC011482,CG12859
TC011483,CG18665
TC011488,CG2485
TC011500,CG18665
TC011503,CG12629
TC011507,CG6674
TC011508,axo
TC011509,CG11279
TC011512,Uba1
TC011513,CG9241
TC011514,lin
TC011515,CG7143
TC011516,CG10802
TC011517,CG2998
TC011518,l(2)35Fe
TC011519,CH3
TC011520,CG11010
TC011521,CG16789
TC011522,BcDNA:GH07626
TC011523,CG6550
TC011524,CG11238
TC011525,CG7439
TC011526,CG7651
TC011527,CG7319
TC011528,CG11241
TC011529,GNBP1
TC011530,BcDNA:LD21623
TC011532,CG12502
TC011535,CG18815
TC011537,CG6167
TC011538,CG12108
TC011539,CG11294
TC011540,Hexo2
TC011541,CG4798
TC011542,CG14962
TC011545,CG14435
TC011546,CG12016
TC011547,CG5290
TC011548,CG4588
TC011549,CG5913
TC011550,CG10318
TC011551,gek
TC011553,Myo31DF
TC011554,CG18665
TC011555,CG11317
TC011556,CG6597
TC011557,CG1951
TC011558,BcDNA:LD21293
TC011559,p53
TC011560,p53
TC011562,CG5663
TC011563,CG12032
TC011565,CG8235
TC011566,CG6480
TC011569,CG2485
TC011571,CG9364
TC011579,CG2485
TC011582,CG18665
TC011584,CG13775
TC011585,CG2485
TC011588,CG18665
TC011592,CG2485
TC011593,CG18665
TC011594,CG12579
TC011596,CG18447
TC011597,CG18447
TC011598,CG8692
TC011599,CG3013
TC011601,CG18499
TC011602,CG17127
TC011603,CG17211
TC011604,CG17212
TC011605,CG5632
TC011606,Ogt
TC011607,CG12170
TC011608,Khc
TC011609,CG13398
TC011610,CG18783
TC011611,CG13777
TC011613,CG12488
TC011616,CG6747
TC011619,CG9132
TC011620,Pros45
TC011621,CG15760
TC011622,CG18327
TC011623,CG8323
TC011626,REG
TC011634,CG7329
TC011635,Lip1
TC011636,CG10738
TC011637,CG9139
TC011638,CG3869
TC011639,Oamb
TC011641,CG18208
TC011644,CG7720
TC011645,BcDNA:LD18761
TC011646,Mgstl
TC011647,CG7176
TC011649,CG14778
TC011650,CG10338
TC011651,CG11498
TC011652,Gprk2
TC011653,CG4402
TC011654,CG8279
TC011655,CG1147
TC011656,CG15589
TC011657,CG1148
TC011658,CG1150
TC011660,CG1153
TC011661,CG15591
TC011662,CG15592
TC011663,CG15593
TC011664,CG15591
TC011665,CG1154
TC011666,CG6866
TC011667,5-HT7
TC011668,Pbprp3
TC011669,CG15654
TC011670,CG15655
TC011671,CG15655
TC011673,CG18659
TC011674,BG:DS04929.3
TC011675,Sod
TC011676,CG9027
TC011677,CG9033
TC011678,CG9033
TC011679,CG7272
TC011680,CG12797
TC011681,CG4278
TC011682,CG17715
TC011683,CG17544
TC011684,CG10947
TC011685,CG4291
TC011686,CG10971
TC011687,E2f
TC011689,CG2767
TC011690,DNApol-alpha50
TC011691,CG17352
TC011692,CG6050
TC011694,CG18615
TC011695,CG12093
TC011696,Sp1
TC011697,Sp1
TC011698,CG1354
TC011700,CG1354
TC011701,blm
TC011702,CG12292
TC011703,CG9496
TC011707,mys
TC011708,TfIIA-L
TC011709,CG1448
TC011710,CG10854
TC011711,CG11546
TC011712,CG1140
TC011713,CG18633
TC011714,CG8775
TC011717,CG4738
TC011718,CG7219
TC011720,CG14320
TC011721,CG7675
TC011722,CG7675
TC011723,CG17741
TC011724,CG13675
TC011725,CG6022
TC011728,PTB
TC011729,Eno
TC011730,Eno
TC011732,CG4232
TC011734,Rfx
TC011735,CG7675
TC011736,CG2070
TC011737,CG7675
TC011738,CG7597
TC011739,CG5041
TC011740,CG4893
TC011742,CG2010
TC011744,msh
TC011745,tin
TC011748,lbe
TC011749,C15
TC011750,CG7630
TC011751,CG6051
TC011752,CG5882
TC011755,CG9990
TC011756,CG13848
TC011757,CG7550
TC011759,CG9448
TC011762,CG13410
TC011763,ems
TC011768,CG1983
TC011769,Mlc2
TC011770,CG2176
TC011771,RpII140
TC011772,CG14444
TC011773,CG17258
TC011774,Taf150
TC011780,CG1796
TC011782,CG8549
TC011784,CG9386
TC011785,fng
TC011786,CG3116
TC011787,CG3116
TC011788,Anxb11
TC011791,Anxb11
TC011792,Anxb11
TC011793,Anxb11
TC011794,CG2258
TC011795,CG7725
TC011797,CG7605
TC011798,CG7643
TC011800,CG7627
TC011801,CG7970
TC011803,CG9026
TC011804,CG10446
TC011805,CG11655
TC011806,gammaCop
TC011807,CG7744
TC011808,CG3099
TC011809,CG9921
TC011812,CG1760
TC011813,CG7971
TC011815,pyd
TC011816,CH5
TC011817,S6k
TC011818,CG5037
TC011820,CG8241
TC011824,yip7
TC011825,CG10472
TC011826,CG1607
TC011827,SP558
TC011828,CG1157
TC011829,Ras64B
TC011830,CG2691
TC011833,CG7890
TC011837,Toll-6
TC011839,CG17005
TC011840,CG5087
TC011841,EG:63B12.5
TC011842,CG7212
TC011843,CG6897
TC011844,RpA-70
TC011845,CG6486
TC011848,Nmdar1
TC011849,CG8112
TC011851,CG10018
TC011854,Spat
TC011855,Spat
TC011857,Spat
TC011859,CG11109
TC011861,CG9033
TC011863,BcDNA:LD16071
TC011864,CG9033
TC011865,BcDNA:GH07074
TC011866,CG8138
TC011867,CG11877
TC011870,kay
TC011871,CG11372
TC011872,CG2112
TC011873,scb
TC011874,CG6623
TC011877,CG9917
TC011878,CG10949
TC011879,Or85d
TC011880,Or49b
TC011881,Or43a
TC011882,Or43a
TC011883,CG15673
TC011884,CG8180
TC011886,BcDNA:GH03693
TC011887,CG10825
TC011888,CG13082
TC011889,CG11594
TC011892,CG3271
TC011893,Rep2
TC011895,pll
TC011896,CG8545
TC011903,CG9843
TC011905,CG10217
TC011910,CG5980
TC011911,CG14621
TC011912,CG11739
TC011913,CG11739
TC011917,CG2923
TC011918,CG7613
TC011919,CG10620
TC011920,CG10627
TC011921,CG8185
TC011922,CG1696
TC011923,AP-50
TC011926,CG3427
TC011927,CG9330
TC011928,Lar
TC011929,CG4751
TC011933,CG1976
TC011935,CG6847
TC011936,CG10951
TC011937,CG2781
TC011938,CG9798
TC011939,CG11003
TC011941,CG17878
TC011942,CG14935
TC011944,EG:25E8.3
TC011945,HAT
TC011946,RNaseX25
TC011949,CG11562
TC011951,CG8029
TC011953,CG13638
TC011954,CG13842
TC011960,5-HT1A
TC011961,CG3797
TC011963,CG9809
TC011965,CLIP-190
TC011966,CLIP-190
TC011967,p38b
TC011968,CG9257
TC011969,betaTub56D
TC011971,CG14936
TC011972,CG5894
TC011973,CG5705
TC011974,BcDNA:LD24793
TC011975,CG8188
TC011976,e
TC011978,CG11583
TC011979,CG5546
TC011980,caz
TC011981,CG2254
TC011982,CG8112
TC011986,CG15637
TC011988,SdhB
TC011989,6-phosphofructo-2-kinase
TC011990,6-phosphofructo-2-kinase
TC011991,chif
TC011992,CG1239
TC011996,Pi3K92E
TC011997,w
TC011998,st
TC012001,CG8809
TC012002,CG8809
TC012004,CG7739
TC012005,CG12099
TC012006,CG15908
TC012008,Trn
TC012009,CG10376
TC012011,CG15429
TC012013,CG17866
TC012014,CG4610
TC012015,CG16733
TC012016,CG6678
TC012018,CG1240
TC012019,NHP2
TC012020,sut4
TC012023,CG13350
TC012024,CG1358
TC012025,CG1358
TC012026,CG1358
TC012027,CG7675
TC012028,CG14614
TC012029,CG8684
TC012030,CG9612
TC012032,CG8939
TC012034,CG3249
TC012037,CG2023
TC012039,CG8783
TC012041,CG7484
TC012042,CG12090
TC012044,BcDNA:GH10711
TC012045,BcDNA:GH10711
TC012046,CG17746
TC012053,EG:66A1.3
TC012054,CG1249
TC012055,CG5544
TC012056,CG15220
TC012057,CG17680
TC012058,CG9696
TC012059,CG9696
TC012060,CG1573
TC012061,Ugt35b
TC012062,Ugt35b
TC012063,Ugt35b
TC012064,Ugt35a
TC012065,CG10417
TC012067,CG1107
TC012068,CG2774
TC012069,CG14646
TC012070,CG14646
TC012071,EG:BACR7C10.6
TC012072,S6kII
TC012073,CG3766
TC012074,numb
TC012080,CG10046
TC012081,EG:86E4.5
TC012082,rut
TC012083,CG10635
TC012084,CG14464
TC012085,baz
TC012086,baz
TC012087,baz
TC012090,CG1572
TC012091,CG13011
TC012093,CG15865
TC012094,CG18615
TC012096,Tob
TC012098,CG10542
TC012099,CG10973
TC012100,UbcD2
TC012102,CG5134
TC012104,CG11044
TC012105,CG3172
TC012106,CG10447
TC012107,Pkc98E
TC012109,CG11748
TC012112,EcR
TC012113,EcR
TC012114,CG18812
TC012115,Chd3
TC012116,CG7039
TC012117,CG9113
TC012118,CG6626
TC012119,stich1
TC012120,CG8858
TC012121,CG6847
TC012122,CG7431
TC012123,CG7851
TC012124,CG8711
TC012125,CG7433
TC012126,CG12304
TC012128,CG2033
TC012129,CG11098
TC012130,CG11098
TC012131,ry
TC012132,ry
TC012133,Vha55
TC012134,BcDNA:GH07066
TC012136,Hmx
TC012137,barr
TC012145,CG11631
TC012146,CG11632
TC012147,CG7324
TC012148,CG7324
TC012149,CG9286
TC012150,CG6431
TC012151,CG6431
TC012152,CG13282
TC012153,CG6472
TC012154,CG12512
TC012155,CG6565
TC012157,CG14021
TC012158,CG14021
TC012159,CG12811
TC012160,CG6299
TC012162,emb
TC012163,CG2666
TC012164,CG8135
TC012166,CG9374
TC012167,CG11780
TC012168,CG13854
TC012169,CG9990
TC012171,CG1103
TC012172,CG5434
TC012175,CG6546
TC012176,Nlp
TC012179,CG3004
TC012184,pontin
TC012185,CG5520
TC012187,smp-30
TC012188,smp-30
TC012189,Ank2
TC012190,CG14283
TC012191,cdi
TC012192,CG11183
TC012194,CG3884
TC012195,CG9843
TC012196,TpnC41C
TC012198,tiptop
TC012205,CG11259
TC012213,CG5792
TC012214,DnaJ-1
TC012215,CG4101
TC012216,Klp64D
TC012217,bic
TC012218,Rala
TC012219,CG12176
TC012220,CG12176
TC012221,huntingtin
TC012222,Ack
TC012225,CG14446
TC012227,CG1213
TC012228,CG1213
TC012229,CG1213
TC012230,CG1213
TC012231,CG1213
TC012232,CG1213
TC012233,CG1213
TC012234,CG1213
TC012235,CG1213
TC012236,CG11876
TC012237,barr
TC012240,EG:63B12.2
TC012241,Con
TC012244,CG1796
TC012247,CG4903
TC012248,BcDNA:GH04120
TC012249,CG7074
TC012250,CG7074
TC012251,CG9779
TC012253,CG6214
TC012257,CG16842
TC012258,capu
TC012267,CG7324
TC012268,CG14762
TC012269,TpnC41C
TC012270,TpnC41C
TC012273,tws
TC012275,BCL7-like
TC012276,smp-30
TC012277,CG12703
TC012278,Crc
TC012279,comt
TC012280,EG:100G10.6
TC012281,CG6633
TC012282,CG6658
TC012283,CG6658
TC012284,CG4739
TC012285,CG4739
TC012286,Ugt35a
TC012287,Ugt35a
TC012288,CG18578
TC012289,CG1213
TC012290,CG1208
TC012291,sut4
TC012292,CG10960
TC012293,CG10960
TC012294,CG10960
TC012297,5-HT1A
TC012298,sina
TC012299,CG3002
TC012300,CG10420
TC012301,CG12492
TC012302,CG14103
TC012303,CG9805
TC012304,CG5514
TC012305,CG4917
TC012306,CG13849
TC012307,CG13645
TC012308,CG3098
TC012309,CG9485
TC012310,CG9485
TC012311,CG3862
TC012312,CG8073
TC012313,nompC
TC012314,CG6277
TC012315,CG11775
TC012316,Pc
TC012322,tiptop
TC012323,CG11876
TC012324,CG11781
TC012325,CG6182
TC012326,CG9620
TC012327,CG13414
TC012328,CG5826
TC012332,slou
TC012334,CG1885
TC012336,l(3)87Df
TC012340,CG11309
TC012341,CG13503
TC012342,CG11102
TC012343,CG5410
TC012344,sdk
TC012345,CG17135
TC012346,Dorsocross
TC012347,CG10074
TC012348,CG9791
TC012354,CG18761
TC012356,CG18740
TC012357,CG6332
TC012358,CG3277
TC012361,CG11212
TC012362,CG8527
TC012363,CG9091
TC012364,CG9996
TC012365,140up
TC012366,crol
TC012367,CG11870
TC012368,CG4536
TC012369,CG4536
TC012371,CG9591
TC012373,Dgp-1
TC012374,CG9941
TC012375,Qm
TC012376,CG8578
TC012377,CG8666
TC012378,CG7747
TC012379,CG9494
TC012380,CG9494
TC012381,CG6843
TC012382,CG2807
TC012383,CG8621
TC012384,CG2202
TC012387,CG12857
TC012388,arm
TC012389,arm
TC012390,CG1632
TC012391,CG15343
TC012392,CG18572
TC012393,CG1812
TC012395,BcDNA:LD28657
TC012396,CG4884
TC012397,EG:95B7.5
TC012405,CG15498
TC012406,CG14647
TC012407,CG14648
TC012408,S
TC012410,CG3248
TC012411,CG10465
TC012413,Sgs4
TC012415,spn-B
TC012416,fliI
TC012417,rad201
TC012418,CG15087
TC012421,CG7920
TC012422,Bsg25D
TC012423,Nrg
TC012424,CG17124
TC012425,mge
TC012427,CG7051
TC012428,CG7051
TC012429,CG8974
TC012430,toc
TC012431,toc
TC012432,EG:BACR7A4.20
TC012433,CG9746
TC012434,Cdc42
TC012435,CG3781
TC012436,CG7980
TC012437,Cpr
TC012440,Eip75B
TC012443,CG7188
TC012447,CG6919
TC012448,CG10914
TC012449,CG8636
TC012453,CtBP
TC012454,CG11754
TC012455,Gl
TC012457,RhoBTB
TC012458,CG13436
TC012463,Eip93F
TC012464,Eip93F
TC012465,CG6560
TC012466,CG8420
TC012467,CG16733
TC012468,BcDNA:GH04120
TC012469,Def
TC012471,Dhc36C
TC012473,CG6783
TC012474,CG13328
TC012475,CG6443
TC012481,CG5558
TC012482,CG13467
TC012483,CG13466
TC012484,Dp1
TC012488,BcDNA:GH07074
TC012489,BcDNA:GH07074
TC012490,CG1311
TC012491,CG15523
TC012492,CG5874
TC012493,CG5911
TC012494,CG5911
TC012495,Cyp4c3
TC012496,Cyp4c3
TC012497,Cyp4c3
TC012498,Cyp4c3
TC012499,Cyp4c3
TC012500,Cyp4c3
TC012501,Cyp4c3
TC012502,Cyp4c3
TC012503,Cyp4c3
TC012504,Cyp4c3
TC012505,CG10326
TC012506,CG18374
TC012507,CG5001
TC012508,Pp2A-29B
TC012509,CG6962
TC012510,CG9753
TC012511,CG6840
TC012512,CG9990
TC012513,CG18665
TC012517,CG15105
TC012518,CG7095
TC012519,CG9917
TC012520,CG9917
TC012521,stan
TC012522,CG5186
TC012523,CG13667
TC012524,CG11045
TC012527,CG8500
TC012528,CG5966
TC012529,CG6465
TC012530,CG17109
TC012531,CG6465
TC012532,Dom
TC012533,CG17111
TC012534,CG17257
TC012535,CG10220
TC012536,Slbp
TC012537,spel1
TC012538,CG13298
TC012539,Dscam
TC012540,CG8209
TC012543,BcDNA:LD23336
TC012544,CG13691
TC012545,ex
TC012546,CG4995
TC012547,CG17925
TC012550,CG2975
TC012551,Hml
TC012552,CG9489
TC012553,CG8190
TC012554,CG1406
TC012556,CG6325
TC012561,CG11920
TC012562,CG4617
TC012563,Eip55E
TC012565,gl
TC012566,CG1208
TC012567,CG3686
TC012570,Ank2
TC012571,CG3403
TC012572,CG4289
TC012573,yip7
TC012574,CG3355
TC012575,CG10477
TC012576,CkIalpha
TC012577,His3.3A
TC012578,CG5510
TC012579,Nc
TC012580,Nc
TC012581,Nc
TC012582,Pitslre
TC012583,Pitslre
TC012585,CG4963
TC012587,CG6439
TC012589,dnc
TC012592,dnc
TC012593,dnc
TC012597,CG6989
TC012598,CG6919
TC012600,CG6919
TC012601,CG11887
TC012607,CG9163
TC012609,CG6472
TC012610,CG9163
TC012611,CG17669
TC012612,CG3194
TC012615,CG1412
TC012616,CG4355
TC012618,CG8776
TC012619,CG14057
TC012621,Rpn6
TC012622,CG11661
TC012623,CG10127
TC012624,CG10733
TC012625,CG14825
TC012626,CG8629
TC012627,CG8498
TC012628,CG9426
TC012629,Or85b
TC012630,Or85b
TC012631,Or85b
TC012632,Or10a
TC012633,Or85d
TC012634,Or85d
TC012635,Or49b
TC012636,Or85d
TC012638,CG10309
TC012639,Nos
TC012640,CG12843
TC012641,BcDNA:GH07074
TC012644,BcDNA:GH07074
TC012645,CG10712
TC012647,Arf79F
TC012650,sog
TC012652,CG8557
TC012654,CG6982
TC012655,CG7987
TC012656,CG9947
TC012657,CG8002
TC012659,Gbp
TC012660,CG14123
TC012661,CG9536
TC012662,Cyp4c3
TC012663,CG9667
TC012664,CG10225
TC012665,EG:22E5.4
TC012666,nmo
TC012668,CG7915
TC012669,CG17569
TC012671,Ca-P60A
TC012672,CG4678
TC012674,CG15671
TC012675,CG14079
TC012676,CG14080
TC012677,CG7891
TC012678,BcDNA:GM13640
TC012679,CG10314
TC012680,CG10314
TC012681,CG6218
TC012682,CG5190
TC012684,Gsc
TC012687,BcDNA:LD09009
TC012688,Or71a
TC012689,CG13162
TC012691,CG1630
TC012697,CG9207
TC012698,CG12567
TC012700,CG4976
TC012701,EG:BACR7C10.7
TC012702,CG11796
TC012704,TpnC47D
TC012706,Orc5
TC012708,RpL23a
TC012711,MAP-kinase-phosphatase
TC012712,CG6369
TC012717,CG13648
TC012723,CG12104
TC012724,CG1542
TC012725,CG3983
TC012726,CG5245
TC012727,CG6686
TC012729,CG6028
TC012730,CG6028
TC012731,Motor-protein
TC012734,Cht1
TC012735,CG5824
TC012736,CG9855
TC012737,CG2321
TC012743,bap
TC012748,msh
TC012749,CG2304
TC012751,CG7816
TC012753,cenB1A
TC012754,Eno
TC012755,CG12541
TC012756,CG12789
TC012757,CG12789
TC012758,CG12789
TC012760,CG4797
TC012762,CG6807
TC012763,CG6807
TC012766,CG13642
TC012768,CG5871
TC012769,CG7675
TC012770,CG3842
TC012771,CG2065
TC012772,CG7675
TC012773,CG7675
TC012775,CG11281
TC012778,CG11069
TC012779,CG9328
TC012780,CG11754
TC012781,CG11907
TC012783,Ret
TC012784,CG12601
TC012785,Eip63F-1
TC012786,CG1553
TC012787,pip
TC012793,ran
TC012794,CG7120
TC012795,CG15695
TC012796,CG17789
TC012797,CG15695
TC012798,CG7120
TC012799,CG8422
TC012801,CG9688
TC012802,CG5253
TC012804,BG:DS02740.4
TC012808,CG5364
TC012809,BcDNA:LD21720
TC012810,CG15596
TC012812,CG5447
TC012814,CG9109
TC012815,CG6185
TC012816,CG18013
TC012817,CG10343
TC012818,CG8681
TC012819,CG15598
TC012820,CG1169
TC012821,CG15189
TC012822,CG15189
TC012823,CG15188
TC012824,CG9285
TC012828,CG5494
TC012829,CG4818
TC012830,CG10960
TC012832,CG6513
TC012833,crol
TC012834,CG5634
TC012837,CG18302
TC012838,CG6113
TC012839,CG17099
TC012841,CG6113
TC012842,CG7285
TC012843,Gyc76C
TC012844,CG7998
TC012845,CG7251
TC012846,CG13528
TC012848,CG13529
TC012850,BcDNA:GM04779
TC012851,h
TC012852,nAcRalpha-96Ab
TC012853,CG4859
TC012854,CG18327
TC012855,CG7176
TC012856,CG4382
TC012857,sut1
TC012858,CH5
TC012859,BG:DS09217.1
TC012860,CG11857
TC012861,CG14618
TC012862,CG13136
TC012863,CG5833
TC012866,Ssrp
TC012867,CG7042
TC012868,B52
TC012869,br
TC012872,scra
TC012873,Bap60
TC012874,CG5439
TC012875,CG2182
TC012876,CG1740
TC012877,Set
TC012878,CG9415
TC012880,CG7991
TC012882,CG18619
TC012883,CG18352
